from_country,to_country,total_points,from_country_name,to_country_name,overall_points_from,norm_points_from,pct_points_from,overall_points_to,norm_points_to,pct_points_to,distance
at,il,93,Austria,Israel,3053,0.030461840812315753,3.0461840812315755,3516,0.026450511945392493,2.645051194539249,23.34974816041765
au,il,35,Australia,Israel,870,0.040229885057471264,4.022988505747127,3516,0.009954493742889647,0.9954493742889647,94.36229745659969
az,il,82,Azerbaijan,Israel,1276,0.06426332288401254,6.426332288401254,3516,0.023321956769055744,2.3321956769055743,10.958528593864962
be,il,139,Belgium,Israel,3416,0.04069086651053864,4.069086651053864,3516,0.039533560864618886,3.9533560864618886,33.687282844429454
bg,il,29,Bulgaria,Israel,1102,0.02631578947368421,2.631578947368421,3516,0.008248009101251423,0.8248009101251422,11.40713701653719
by,il,31,Belarus,Israel,1160,0.026724137931034484,2.6724137931034484,3516,0.00881683731513083,0.881683731513083,18.734142159441827
ch,il,149,Switzerland,Israel,3366,0.04426619132501485,4.426619132501485,3516,0.042377701934015924,4.237770193401593,28.129344810066385
cy,il,95,Cyprus,Israel,2668,0.0356071964017991,3.56071964017991,3516,0.0270193401592719,2.70193401592719,2.190122948236329
de,il,141,Germany,Israel,3534,0.039898132427843805,3.9898132427843804,3516,0.04010238907849829,4.010238907849829,26.42561010559212
dk,il,55,Denmark,Israel,2882,0.019083969465648856,1.9083969465648856,3516,0.01564277588168373,1.564277588168373,31.640561514959835
ee,il,21,Estonia,Israel,2030,0.010344827586206896,1.0344827586206897,3516,0.005972696245733789,0.5972696245733788,25.58202851581274
es,il,142,Spain,Israel,3544,0.040067720090293454,4.006772009029345,3516,0.040386803185438,4.0386803185438,32.99951064638379
fi,il,160,Finland,Israel,3240,0.04938271604938271,4.938271604938271,3516,0.04550625711035267,4.550625711035267,28.24833751794034
fr,il,237,France,Israel,3544,0.06687358916478556,6.687358916478556,3516,0.0674061433447099,6.74061433447099,27.014344316809012
gb,il,148,United Kingdom,Israel,3604,0.041065482796892344,4.1065482796892345,3516,0.04209328782707622,4.2093287827076225,38.255317802800995
ge,il,43,Georgia,Israel,1276,0.03369905956112853,3.369905956112853,3516,0.012229806598407281,1.2229806598407282,10.05313173581243
gr,il,63,Greece,Israel,2852,0.02208976157082749,2.208976157082749,3516,0.017918088737201365,1.7918088737201365,8.941369528396445
hr,il,54,Croatia,Israel,2030,0.026600985221674877,2.6600985221674875,3516,0.015358361774744027,1.5358361774744027,19.107463321223193
hu,il,32,Hungary,Israel,1218,0.026272577996715927,2.6272577996715927,3516,0.009101251422070534,0.9101251422070534,19.301546362371706
ie,il,113,Ireland,Israel,3422,0.03302162478082992,3.302162478082992,3516,0.03213879408418657,3.2138794084186575,45.751358320097566
is,il,47,Iceland,Israel,2436,0.01929392446633826,1.929392446633826,3516,0.013367463026166098,1.3367463026166098,58.3047365713145
it,il,88,Italy,Israel,2457,0.03581603581603582,3.5816035816035816,3516,0.02502844141069397,2.502844141069397,18.03687064888544
lt,il,33,Lithuania,Israel,1740,0.01896551724137931,1.896551724137931,3516,0.00938566552901024,0.938566552901024,23.258411779271505
lu,il,84,Luxembourg,Israel,1486,0.05652759084791386,5.652759084791386,3516,0.023890784982935155,2.3890784982935154,33.23135556997176
lv,il,26,Latvia,Israel,1740,0.014942528735632184,1.4942528735632183,3516,0.00739476678043231,0.7394766780432309,24.049923642624567
md,il,52,Moldova,Israel,1450,0.03586206896551724,3.5862068965517238,3516,0.01478953356086462,1.4789533560864618,14.156048858965256
me,il,13,Montenegro,Israel,986,0.013184584178498986,1.3184584178498986,3516,0.003697383390216155,0.36973833902161546,17.72598985538782
mk,il,27,North Macedonia,Israel,1566,0.017241379310344827,1.7241379310344827,3516,0.007679180887372013,0.7679180887372014,14.687165287147117
nl,il,150,Netherlands,Israel,3384,0.044326241134751775,4.432624113475177,3516,0.042662116040955635,4.266211604095563,33.93727919963355
no,il,130,Norway,Israel,3511,0.037026488180005694,3.7026488180005694,3516,0.036973833902161544,3.6973833902161544,35.26754028521756
pl,il,69,Poland,Israel,1856,0.037176724137931036,3.7176724137931036,3516,0.01962457337883959,1.9624573378839592,20.15278773359564
pt,il,134,Portugal,Israel,3203,0.0418357789572276,4.18357789572276,3516,0.03811149032992037,3.8111490329920366,41.86004915588975
ro,il,50,Romania,Israel,1682,0.029726516052318668,2.972651605231867,3516,0.01422070534698521,1.422070534698521,12.478301074107412
rs,il,49,Serbia,Israel,1276,0.0384012539184953,3.8401253918495297,3516,0.013936291240045506,1.3936291240045506,15.67127413227509
ru,il,50,Russia,Israel,1566,0.031928480204342274,3.1928480204342273,3516,0.01422070534698521,1.422070534698521,10.966560407922628
se,il,108,Sweden,Israel,3492,0.030927835051546393,3.0927835051546393,3516,0.030716723549488054,3.0716723549488054,29.99084849664676
si,il,31,Slovenia,Israel,2030,0.015270935960591134,1.5270935960591134,3516,0.00881683731513083,0.881683731513083,22.884028493185333
sk,il,13,Slovakia,Israel,406,0.03201970443349754,3.201970443349754,3516,0.003697383390216155,0.36973833902161546,20.1172257027437
tr,il,50,Turkey,Israel,1972,0.02535496957403651,2.535496957403651,3516,0.01422070534698521,1.422070534698521,2.5652496377685194
ua,il,53,Ukraine,Israel,1392,0.03807471264367816,3.807471264367816,3516,0.015073947667804323,1.5073947667804324,12.484936700870014
al,is,6,Albania,Iceland,1508,0.003978779840848806,0.3978779840848806,1944,0.0030864197530864196,0.30864197530864196,40.11450027027174
am,is,8,Armenia,Iceland,1218,0.006568144499178982,0.6568144499178982,1944,0.00411522633744856,0.411522633744856,62.037392507194724
at,is,65,Austria,Iceland,3053,0.021290533901080905,2.1290533901080906,1944,0.03343621399176955,3.343621399176955,29.124567996541156
